"","logFC","AveExpr","t","P.Value","adj.P.Val","B","symbol","Significant"
"Pcdhgc3",-0.438707751977213,5.71694860672149,-6.14051899945801,6.12687856851473e-08,1.52815081019287e-07,7.18066626173426,"Pcdhgc3","No"
"Cecr2",-0.438655399867119,0.927973582213874,-1.1267521176019,0.264123697733533,0.303607002217577,-5.53486457860416,"Cecr2","No"
"Nop58",0.438341261206829,7.17823048483183,9.71859793871693,3.7957282373346e-14,1.75250423034364e-13,21.0076981754684,"Nop58","No"
"Dhx9",-0.438279660358748,7.07381074131251,-9.58404518470926,6.44272432369309e-14,2.89704345097229e-13,20.5129822962194,"Dhx9","No"
"Il18rap",0.438169500957289,0.648782741535109,1.08306096708504,0.282912000921212,0.323315384762319,-5.51107136431234,"Il18rap","No"
"P2rx4",-0.438066840068652,6.07255340761528,-7.02705488148085,1.79842792514288e-09,5.23171866718092e-09,10.5693122379734,"P2rx4","No"
"Lmtk3",0.437855516682868,5.21814375354921,5.32167020306269,1.45535013164154e-06,3.1846880394675e-06,4.20791518910041,"Lmtk3","No"
"Orc6",0.437748470665363,5.75297474512655,6.37405711139331,2.43610375821427e-08,6.36176299164591e-08,8.07183572327962,"Orc6","No"
"Srek1",0.437743549608009,6.46305620013879,8.00531402268354,3.50762550881165e-11,1.1993874550223e-10,14.3641383230622,"Srek1","No"
"Apbb1",-0.437696027341575,5.24101363238077,-5.28743622666486,1.65669643028833e-06,3.60448916827526e-06,4.0842731369872,"Apbb1","No"
"Akap17a",0.437475807565677,6.1042738943883,6.84758393284645,3.6922686766522e-09,1.04881605850377e-08,9.83248185217454,"Akap17a","No"
"Mocos",0.437421672366689,1.53499478381314,1.41584331072675,0.161749723537851,0.193411929577644,-5.36709931271376,"Mocos","No"
"Acbd6",0.437376535298737,6.41049957399742,7.94902075638584,4.39987603671223e-11,1.48920528279144e-10,14.1532743472478,"Acbd6","No"
"Rnf169",-0.43730536183007,4.5676645270468,-4.13558000469884,0.000106780968194365,0.000190897046708687,0.252608818271288,"Rnf169","No"
"Ubtf",-0.437218280762001,6.6412608163083,-8.40815561113954,6.9448051414348e-12,2.5444477904335e-11,15.942800686857,"Ubtf","No"
"Pbrm1",-0.437135357054367,6.90588925780572,-9.17673448222676,3.22528174695292e-13,1.35955509396802e-12,18.942796697445,"Pbrm1","No"
"Itgb1",0.43712468485566,10.3512360389159,22.418475358036,1.03033564904587e-31,3.05965892739036e-30,61.0877964740249,"Itgb1","No"
"Rhoc",0.437109718095697,7.72812752680898,11.1197939775852,1.70795317015155e-16,1.00622879027313e-15,26.3007102117485,"Rhoc","No"
"Dazap2",0.437094276583137,7.55671824598259,11.0435219688417,2.27956255027585e-16,1.32540137066849e-15,26.0525259594233,"Dazap2","No"
"Kpna6",0.437075781682848,7.18717651640763,10.0151378819354,1.18959398737698e-14,5.77777921274863e-14,22.1706712402183,"Kpna6","No"
"Txndc15",-0.437041942009229,4.63941143533092,-4.25497102015622,7.07833988297812e-05,0.000129133979668295,0.624769195222789,"Txndc15","No"
"Nop9",-0.436952018754046,4.94566698569299,-4.48971018706185,3.10522927611983e-05,5.89008479725845e-05,1.32125722630663,"Nop9","No"
"Zyg11b",0.436911593274559,6.82577267839139,9.02544655566585,5.88511454496203e-13,2.42831863443662e-12,18.3523555692996,"Zyg11b","No"
"Gdf15",0.436908764541282,0.964503782924486,1.16537457160769,0.248263774364807,0.287010393739631,-5.50936422410307,"Gdf15","No"
"Eya1",-0.436761368588673,3.80119696006414,-2.97702574874188,0.00412718872495601,0.00617844853220549,-2.9397409648203,"Eya1","No"
"Rer1",0.436757729624098,6.58607698876965,8.37184335992432,8.03464229558051e-12,2.93080081977289e-11,15.8019381710598,"Rer1","No"
"Nop53",0.436754649452976,7.65868560944886,11.2099207724584,1.21535452363772e-16,7.26040321636684e-16,26.6602715949198,"Nop53","No"
"Trappc5",-0.436726144973095,4.30801949802197,-3.55116364239957,0.000732456241935204,0.00119751498404334,-1.4970049855188,"Trappc5","No"
"Mettl15",-0.43669364748244,2.684108708672,-2.11036023510926,0.0388067310086943,0.0512455777367099,-4.56440085219808,"Mettl15","No"
"Smarcal1",-0.436504232262413,4.96914585890643,-4.84658289048309,8.56133844436482e-06,1.73157407451621e-05,2.56572117392756,"Smarcal1","No"
"Fkbp9",-0.43642599987454,8.40819516809044,-13.2285355497161,7.72513353455773e-20,6.45739436635512e-19,33.9119106189304,"Fkbp9","No"
"Cryz",0.436266812112501,6.03118619188562,6.98837790698799,2.10030036763492e-09,6.07791303248005e-09,10.416301104092,"Cryz","No"
"Plekhm2",-0.436198781783938,5.42224265999561,-5.61457145466155,4.75299667837188e-07,1.08609533325371e-06,5.25311823059097,"Plekhm2","No"
"Foxm1",-0.436083019407047,5.88729146608684,-6.61732567941432,9.26330110256813e-09,2.53423451845609e-08,8.9983967796946,"Foxm1","No"
"Sowahc",0.435959155804802,4.70116579107942,4.4012953944526,4.2450983499056e-05,7.92983893845299e-05,1.08655886600239,"Sowahc","No"
"Mn1",0.435820823575985,3.52544788186934,2.90732928835418,0.00502827281218817,0.00745424316606943,-3.03829868820339,"Mn1","No"
"Tapbp",-0.435723683860205,6.73743489492777,-8.68780671338928,2.26442801994153e-12,8.7251139438908e-12,17.0370091663949,"Tapbp","No"
"Tmem131l",-0.435673043446993,5.59380825667855,-5.96296929190232,1.22943448771874e-07,2.97692692265206e-07,6.53139697406674,"Tmem131l","No"
"Ube3b",0.435636886942709,7.26364832379083,9.88590615610959,1.97042815746744e-14,9.37135914088956e-14,21.6437061655054,"Ube3b","No"
"Washc4",-0.435611166008374,6.38411791787944,-7.59184062718708,1.85464272415522e-10,5.92361104919067e-10,12.7368243761297,"Washc4","No"
"Ticrr",-0.435608824719888,4.57784471067336,-4.18167429966139,9.11677011713262e-05,0.000164134011304514,0.401589334558115,"Ticrr","No"
"Srsf3",-0.435565537734303,7.27447390272392,-10.0805853264389,9.21875842935667e-15,4.53389401227419e-14,22.4124189087141,"Srsf3","No"
"Slc66a2",0.435559754410807,4.32087042425901,3.87071574967486,0.000260404999193958,0.000446648915790231,-0.532061922294751,"Slc66a2","No"
"2810039B14Rik",-0.435553078361888,-0.256466764964595,-0.836504821914172,0.406034851650595,0.448880371517448,-5.50580924819019,"2810039B14Rik","No"
"Chd5",0.435438999906082,2.89302387681671,2.30079078345343,0.0247271933894481,0.0335509317235546,-4.25388121524825,"Chd5","No"
"Nfx1",0.435395411907459,7.36693771281255,10.4289313693366,2.39029661191217e-15,1.25957908799215e-14,23.736696414761,"Nfx1","No"
"C1ql3",0.435304647900403,-0.719330412257832,0.742566246862061,0.460506028938629,0.503646455312793,-5.47662132891606,"C1ql3","No"
"Med17",-0.435187437491491,4.8681438157265,-4.65954828656971,1.6904349088738e-05,3.29788844508978e-05,1.93622007875783,"Med17","No"
"Trit1",0.435156277753122,5.06386003631351,5.0416600236503,4.16531644127839e-06,8.71676027771233e-06,3.2274960218872,"Trit1","No"
"Tia1",-0.435148379887796,5.77657964146839,-6.3535748020284,2.64201310365193e-08,6.87379105015205e-08,7.99413842318748,"Tia1","No"
"Rpl37",0.43507145567403,8.41035105469756,13.5617898748826,2.40802232380839e-20,2.12810175274518e-19,35.082974553743,"Rpl37","No"
"Lztfl1",0.43504442500129,3.62483868354914,3.00065280702049,0.00385746799155232,0.00580084174916342,-2.82906703691733,"Lztfl1","No"
"Mrpl30",0.434940071692982,5.91559552915711,6.55759682596648,1.17514708109174e-08,3.18020435360077e-08,8.74275963401527,"Mrpl30","No"
"Espn",-0.434922674819175,2.59980395657585,-2.03782756546105,0.045774297383023,0.0599455429619424,-4.6772737026092,"Espn","No"
"Btc",0.434828230618114,0.884695058649689,1.1539632050081,0.252877090650865,0.291733921545245,-5.49974556186339,"Btc","No"
"Nup85",-0.434725520550202,6.32977946542478,-7.6419958192072,1.51536357673894e-10,4.88582368657583e-10,12.9548499227275,"Nup85","No"
"Adam17",0.434606703006182,7.2250352944517,10.0372524533925,1.09135079640634e-14,5.32595237922712e-14,22.247352562629,"Adam17","No"
"Rps20",0.43456027115526,9.84902890882819,18.6815583049932,2.26433095889096e-27,4.18035175915419e-26,51.0946634521668,"Rps20","No"
"Phf5a",0.434480618412567,5.50498900651707,5.85343520613665,1.88491381418025e-07,4.47351081162678e-07,6.12766662961892,"Phf5a","No"
"Zcchc12",0.434477572300436,-0.804025728884227,0.711152204783645,0.479616490126994,0.521924027705011,-5.47937918429165,"Zcchc12","No"
"Sema3a",0.434374212401496,5.38248001606368,5.60836309531223,4.86796519100689e-07,1.11121874368745e-06,5.23172692826416,"Sema3a","No"
"Bst2",0.434352665737462,6.17687652832385,7.25755471281352,7.12360172726295e-10,2.16232996404501e-09,11.4466056173323,"Bst2","No"
"Htatsf1",-0.434331128510069,5.18015226981595,-5.01751825114558,4.55634988612064e-06,9.5036122546143e-06,3.11354370842453,"Htatsf1","No"
"Nfkbib",0.434290753130996,4.47365253066297,4.09406395749478,0.000123030601402742,0.000218651520018743,0.135115748139766,"Nfkbib","No"
"Tmem86a",0.434236779332289,5.35123375316752,5.44702182213977,9.03514376147861e-07,2.01364167713007e-06,4.63348064094321,"Tmem86a","No"
"Sgce",-0.434092141569521,5.00611406315915,-4.83622172091841,8.89260870652279e-06,1.79447382138011e-05,2.51669720036477,"Sgce","No"
"Chm",-0.434041800812964,5.00418588356163,-4.64933057624395,1.75389315479712e-05,3.41366242474736e-05,1.856396771664,"Chm","No"
"Fdx2",-0.434034372957035,-1.22596720091072,-0.639627914336309,0.524735280845909,0.565505895749663,-5.43394301797651,"Fdx2","No"
"Mrps28",0.433988222030694,3.08220578676923,2.45434988587159,0.0168911331670769,0.0234238300940012,-3.98142706594568,"Mrps28","No"
"Stx8",0.433986996725941,4.13535619517086,3.56193056486816,0.000707929710772705,0.00115898606077909,-1.4197457145333,"Stx8","No"
"Ndufa6",0.433923730474003,5.52241124185937,5.8397855154757,1.98774332082529e-07,4.70661877285674e-07,6.06974718871758,"Ndufa6","No"
"Vps39",0.433912713810847,6.13166665769207,6.78865076733263,4.67405080667078e-09,1.31225360422479e-08,9.58935920869886,"Vps39","No"
"Smchd1",-0.433902363307042,6.75807935317221,-8.70861736301149,2.08356168671478e-12,8.05305795584886e-12,17.1143953873233,"Smchd1","No"
"Rhog",-0.433883330111247,5.03391046527814,-4.85040546241333,8.44219610124174e-06,1.70956080927358e-05,2.55840643113843,"Rhog","No"
"Rab30",0.433849216583277,5.04774049360007,4.91041966762406,6.77112906737709e-06,1.38682251566677e-05,2.75813756995351,"Rab30","No"
"Ikzf5",0.433816745376941,5.68856438684358,6.179192609233,5.26149457094816e-08,1.32299827495294e-07,7.329982176873,"Ikzf5","No"
"Shank3",0.433802323519611,3.21211261896521,2.55122776926023,0.0131765405555872,0.0185359685602866,-3.80407297519096,"Shank3","No"
"Hspa4",0.433795587988982,8.61268501318007,14.3028704169058,1.89686466895598e-21,1.86787697446007e-20,37.6033613873018,"Hspa4","No"
"Atp5mk",0.433726118510861,4.96972751530243,4.7879028715572,1.06104980969771e-05,2.12018292547455e-05,2.34538018734482,"Atp5mk","No"
"Ppp2r3d",-0.433675018203272,4.49419158475544,-4.05128162220723,0.000142262854893273,0.000251216859898004,0.00177793381075197,"Ppp2r3d","No"
"Wdr1",0.433532181498905,7.79795807970175,11.7285308769186,1.74782024535949e-17,1.13895758158575e-16,28.5794094166442,"Wdr1","No"
"Tpcn1",-0.433382130414214,5.35602984975594,-5.4784010194311,8.01453168074529e-07,1.79393456462552e-06,4.76026716425365,"Tpcn1","No"
"Tprn",0.433254605673951,4.42263491679914,4.01135892531924,0.000162801535872466,0.000285736822315367,-0.116603543067381,"Tprn","No"
"Inpp5f",-0.433085651988591,5.0217002051099,-4.86839997414554,7.90278295556651e-06,1.6062094771427e-05,2.62683070876913,"Inpp5f","No"
"Mydgf",0.432972025540114,4.83787082659914,4.58167933170462,2.2366562247409e-05,4.29782494603514e-05,1.66295706419917,"Mydgf","No"
"Slc25a42",0.43291371946901,4.43876454270874,4.03934767718994,0.000148125146779517,0.000260944021015436,-0.0314607705912904,"Slc25a42","No"
"Samd11",-0.432713305693791,-1.11085319698159,-0.661372229706055,0.510786913743482,0.551997516325895,-5.44410692070846,"Samd11","No"
"Ldb1",-0.432663564605401,7.13203684598468,-9.62768179269872,5.42596626940285e-14,2.46405324187661e-13,20.6696005734827,"Ldb1","No"
"Hadh",-0.432643864799462,6.68395392104259,-8.13841845703543,2.05302314269842e-11,7.16587672789346e-11,14.8462585377053,"Hadh","No"
"Stil",0.432328863412545,5.25359568392364,5.21728894803765,2.15865017095276e-06,4.64708439332256e-06,3.81004427052997,"Stil","No"
"Ubr4",0.432305114954037,8.46215939518627,13.005856806572,1.69676233479043e-19,1.37838575471286e-18,33.1012182260295,"Ubr4","No"
"Lysmd3",-0.432156347009571,5.06805696885327,-4.8596246668487,8.16148460136139e-06,1.65549429398642e-05,2.58053382630778,"Lysmd3","No"
"Tfdp1",0.431932802057814,8.11167813132734,12.3287275201166,1.93012100302139e-18,1.40309015301785e-17,30.7271738415981,"Tfdp1","No"
"Glt8d1",-0.431904016198788,5.28942019792922,-5.30778092710791,1.533957983054e-06,3.34897339918731e-06,4.14417076704241,"Glt8d1","No"
"Ift172",-0.431877313176169,5.74906605082449,-6.21503483275396,4.56821665328358e-08,1.15656127895644e-07,7.4605363540183,"Ift172","No"
"Kctd9",0.431817651121846,5.06424882722222,5.00300243338286,4.80856462040449e-06,9.99982559474372e-06,3.08701579669548,"Kctd9","No"
"B4galt4",-0.431789441607055,3.08906424888681,-2.41778160101713,0.0185218977435494,0.0255518260910283,-4.05494296737908,"B4galt4","No"
"Tle1",0.431717890770728,6.07009889281967,6.9070835358885,2.90945640706485e-09,8.33048411289448e-09,10.0799804324358,"Tle1","No"
"Rgs9",-0.431711407081128,2.52250908754844,-1.9606147323585,0.0543519012456403,0.0703527193695396,-4.79726862440216,"Rgs9","No"
"Yeats4",0.431704219811212,4.38860795857226,3.94459577604573,0.00020368169050157,0.000353837293511038,-0.319815946702517,"Yeats4","No"
"Cnot9",-0.431582432728495,6.15604991868191,-6.98491124812875,2.12970717000131e-09,6.1603253376765e-09,10.3751465432159,"Cnot9","No"
"Lrrc3",-0.43153756909952,-0.189244981944787,-0.833484262084854,0.407722745405138,0.45052124552633,-5.52340998526355,"Lrrc3","No"
"Nemf",0.431451734934262,6.22773371792322,7.40299906585368,3.96760907558799e-10,1.23253084178224e-09,12.0140693599258,"Nemf","No"
"Abce1",0.431444327667264,8.18205793818861,12.7288979132984,4.5548329240601e-19,3.55234149435803e-18,32.1673777596637,"Abce1","No"
"Cic",0.431345513217965,8.08347218246534,12.4711849388499,1.15167348001741e-18,8.62715224252319e-18,31.2541143839255,"Cic","No"
"Cltc",0.431319140811204,9.2749293038626,16.797788958612,6.05947936937364e-25,8.64876657516836e-24,45.5826919367876,"Cltc","No"
"Amph",-0.431299694753697,0.997061243719627,-1.17273880695742,0.245318798052411,0.283875551770531,-5.50376383857944,"Amph","No"
"Serac1",0.431222793344397,4.37585956767145,3.93844740311021,0.000207907700472024,0.000360800995694292,-0.33522301478191,"Serac1","No"
"Clec2l",0.431170266678281,-0.00151879936186856,0.875494614510416,0.384632846958178,0.427534450722061,-5.53867599077619,"Clec2l","No"
"Cox14",0.431021878254025,5.66595492081087,6.05362009720776,8.62020019790318e-08,2.11818840109157e-07,6.84901798581438,"Cox14","No"
"Bltp3b",0.430986305010447,6.68300933810332,8.54157352798446,4.06690830836627e-12,1.52713269830987e-11,16.4555387082283,"Bltp3b","No"
"Iqgap2",-0.430817454331059,1.59075631889445,-1.42014102424703,0.160499937664599,0.19207322147132,-5.37045769277055,"Iqgap2","No"
"Aprt",0.430763237329226,7.2109419337615,9.76781300083951,3.12913098689833e-14,1.45434470308433e-13,21.192937375398,"Aprt","No"
"Bin1",0.430525682600332,6.67464895836304,8.15547209083181,1.91691763627294e-11,6.71199279975917e-11,14.906751002574,"Bin1","No"
"Wiz",0.430456567733131,7.12128775263308,9.7059036680071,3.98973125888945e-14,1.83696471489763e-13,20.9727414620452,"Wiz","No"
"Tgfbi",-0.430371929085166,5.74731730275632,-5.85908164079685,1.84393164228548e-07,4.3809465938245e-07,6.08233084038446,"Tgfbi","No"
"Rpgr",-0.43034643105047,2.0775007309903,-1.6656275563746,0.100756453154438,0.124854477144512,-5.16005032191555,"Rpgr","No"
"Ercc6l",-0.430309482741334,4.04576382438303,-3.42838839880797,0.0010756811901896,0.00172530112597593,-1.77101807449265,"Ercc6l","No"
"Msl3",0.430301704352387,6.16772682085098,7.06498364442512,1.54446368667917e-09,4.53165583045518e-09,10.6791095094164,"Msl3","No"
"Nipbl",0.430095556150156,7.13920680662597,9.58533237677006,6.41015027267884e-14,2.88435032947589e-13,20.4919124070361,"Nipbl","No"
"Gpatch2",0.429938109497115,5.26420029576238,5.27081894835103,1.76407358688622e-06,3.82556980760131e-06,4.00446162406238,"Gpatch2","No"
"Ift56",-0.429913389070869,2.36568987564972,-1.80909181800863,0.0752115840855713,0.0951474450141094,-5.01549220391118,"Ift56","No"
"Oaz2",0.429896171710203,7.39374110857223,10.3485218608753,3.26056279434556e-15,1.68604248274807e-14,23.4176465000708,"Oaz2","No"
"Mgarp",0.429857178309442,3.00966229535058,2.34827194034103,0.0220150125730407,0.0300676280373024,-4.19119673299505,"Mgarp","No"
"Mmp19",-0.429834720663243,4.03832992989383,-3.28218596338868,0.00168295417747163,0.0026421683916923,-2.18817612055237,"Mmp19","No"
"Wsb2",0.42949939247455,6.80586390055733,8.84256100617946,1.220025826563e-12,4.85304849319665e-12,17.6271759911147,"Wsb2","No"
"Ccp110",0.429056460641257,5.35556404064871,5.37973188389569,1.1675051161787e-06,2.57689772400333e-06,4.38035282174074,"Ccp110","No"
"Ndor1",-0.42902425021867,5.00134606650778,-4.79334208396874,1.04019818506742e-05,2.08039637013485e-05,2.36534572942564,"Ndor1","No"
"Pcmt1",0.429016977208709,6.23806073529644,7.09011323562919,1.39623149251966e-09,4.11217591118394e-09,10.7578121011361,"Pcmt1","No"
"Cdc27",-0.429009291376541,6.23046360412215,-7.29848501143197,6.04221406814071e-10,1.84505059904531e-09,11.6060029966683,"Cdc27","No"
"Tmem185a",0.428978388563972,5.10196854684819,4.98295748328675,5.17947354821538e-06,1.07442306421333e-05,3.00223986639835,"Tmem185a","No"
"Pttg1",0.428901413086502,4.52815370899265,4.00901756028164,0.000164090849143604,0.000287809451840935,-0.159055044775538,"Pttg1","No"
"Nipsnap2",-0.428766792823187,5.58018621187445,-5.86978770055123,1.76863183407301e-07,4.21411218192158e-07,6.1765798521328,"Nipsnap2","No"
"Gse1",-0.428758839310206,5.54791965603245,-5.76407813635827,2.66725870602952e-07,6.2377012092734e-07,5.78184594910223,"Gse1","No"
"Map1lc3b",0.42864891715062,7.84087686668225,11.6359985634796,2.46455231624567e-17,1.57584139912548e-16,28.2228892535844,"Map1lc3b","No"
"Vps26b",0.428423301081576,6.62334318225725,8.22784482159355,1.43290500437553e-11,5.09929786275625e-11,15.2124755406134,"Vps26b","No"
"Casp8",-0.428384623654284,4.24355822017205,-3.62949447258093,0.000570969829248111,0.000942902900403015,-1.24037745118701,"Casp8","No"
"Ube2b",0.428361054238832,7.11203129697432,9.59754357619018,6.10924908383421e-14,2.75643005910317e-13,20.5474160916955,"Ube2b","No"
"Usp51",0.428321449966212,-0.684539013371873,0.737687832325727,0.463444874329963,0.50635996887447,-5.48730235059458,"Usp51","No"
"Srp19",0.428092683802079,5.1973214941705,5.10765068622147,3.25677029427094e-06,6.88710672075076e-06,3.42535391380879,"Srp19","No"
"Psme4",-0.427996447717815,7.14442436957569,-9.26353678687662,2.28575290855913e-13,9.78744648652062e-13,19.2230436795755,"Psme4","No"
"Ndufb4b",0.427919251094466,3.75546595280108,3.08257387230188,0.00304409307570133,0.00463492675921764,-2.65554678023435,"Ndufb4b","No"
"Pnrc2",0.427887239861899,6.91034596391256,9.08664776723623,4.61331337120627e-13,1.91485683831745e-12,18.5733204168959,"Pnrc2","No"
"Nrarp",-0.427688160548597,0.97504669279619,-1.16024695067221,0.250329225171714,0.28917724194258,-5.51158934206617,"Nrarp","No"
"Rnf113a1",-0.427632943328823,1.44587360807849,-1.3532361160256,0.180819431798217,0.214437339202138,-5.4155644404115,"Rnf113a1","No"
"Tirap",-0.427613112212033,4.46422487515892,-3.94513827853718,0.000203312799542816,0.000353288925400097,-0.330604035099822,"Tirap","No"
"Qdpr",0.427526244839295,5.89799626189747,6.58521953554488,1.05274630528471e-08,2.86355624105516e-08,8.85738037742488,"Qdpr","No"
"Abraxas2",-0.427508679705635,4.81765230272776,-4.4872788643002,3.13215853627123e-05,5.9394674872092e-05,1.35409325573545,"Abraxas2","No"
"Pld2",-0.427444235935551,4.87449133135379,-4.52262199055393,2.76212878551112e-05,5.26864456083842e-05,1.45737233507361,"Pld2","No"
"Micall1",-0.427388107072476,5.47577356955867,-5.56791893147256,5.68706425972249e-07,1.28932691688397e-06,5.05917006173751,"Micall1","No"
"Dpm1",0.427353081115614,-0.840398175505821,0.69290198316548,0.490919261381862,0.532390708789448,-5.48333555285795,"Dpm1","No"
"Clcc1",0.42730121677903,5.8041305980455,6.12196399049714,6.59078889084493e-08,1.64046749928887e-07,7.07032352086679,"Clcc1","No"
"Dnajc2",0.427293649964472,5.77764279182708,6.28922341317561,3.40814616262867e-08,8.73691235278738e-08,7.7313245940733,"Dnajc2","No"
"Setdb1",-0.427290293878081,5.99785541810036,-6.63818654142367,8.52406898211289e-09,2.34068042342918e-08,9.04606268405335,"Setdb1","No"
"Suco",0.427275683869458,5.74905196669817,5.93694218048121,1.36105975187884e-07,3.2800848123529e-07,6.3713314870549,"Suco","No"
"Tspan14",-0.427265870366028,5.61575631096991,-5.84953676135475,1.91373348744145e-07,4.53866326823259e-07,6.08756544781957,"Tspan14","No"
"Arl1",0.427233036543002,7.33116943126055,10.200008293772,5.79560717584535e-15,2.90854025149986e-14,22.8555825231738,"Arl1","No"
"Tmem161b",0.427216452142873,4.35356121375987,3.78598509588917,0.000344136965705712,0.000582142740254571,-0.809033582549811,"Tmem161b","No"
"Pcdhga4",0.427118107995597,1.1290719626355,1.21539427751932,0.228753895812235,0.266124383261315,-5.49933937942271,"Pcdhga4","No"
"Ubn2",0.427038184213924,6.00630614595839,6.70543579476377,6.51788621268773e-09,1.80397042508793e-08,9.29862246799797,"Ubn2","No"
"Cox11",-0.427011239483032,3.43952047584995,-2.7144273811882,0.00855573076419587,0.0123243375110077,-3.48169754713507,"Cox11","No"
"Mfsd8",0.426988758213912,2.93772391933609,2.25101389355201,0.0278847966377824,0.0375741336483529,-4.37394932478179,"Mfsd8","No"
"Ttc6",-0.42686780303395,0.71097926801394,-1.06279545461644,0.291934426749991,0.332601285784857,-5.5422824682838,"Ttc6","No"
"Lcor",0.426851543235089,5.43561093812919,5.37759393181132,1.17703337702922e-06,2.59663304747978e-06,4.3468670391369,"Lcor","No"
"Tmem41b",0.426714006219053,5.72182969771382,6.17580117426123,5.33226436041131e-08,1.33927109025733e-07,7.30615435611227,"Tmem41b","No"
"Dhrs7b",-0.426669654172737,4.96093405164391,-4.6326184305096,1.86272638818633e-05,3.61491911521278e-05,1.81147514886877,"Dhrs7b","No"
"Rnf40",-0.426586722174148,5.99233676121533,-6.63505713849766,8.63110203481157e-09,2.3681117902044e-08,9.03547687673549,"Rnf40","No"
"Lamtor4",-0.426376734957076,3.62826021451154,-2.90586316788717,0.00504905037523101,0.00748170291145528,-3.06579449849624,"Lamtor4","No"
"Casc3",0.426336476182274,6.82522929220798,8.78300194571628,1.54763867206499e-12,6.07073159958352e-12,17.3834947378597,"Casc3","No"
"Kcnt2",0.42630190773585,2.36721868076523,1.843870343848,0.0699089203741887,0.0889713335615514,-4.96626955940464,"Kcnt2","No"
"Ttc5",0.426190936667581,5.64854837174865,5.96934544189004,1.19916058919028e-07,2.90733473258664e-07,6.52836120121698,"Ttc5","No"
"Tmem132a",0.426176880110587,7.88452292241209,11.5671264439603,3.18501480261953e-17,2.01131714985593e-16,27.9541971476228,"Tmem132a","No"
"Ankrd16",-0.426168837921055,4.14865535662079,-3.5339014951069,0.000773472355797286,0.00126069155830712,-1.49523361432787,"Ankrd16","No"
"Hyal3",-0.426159611552949,0.0828108580353705,-0.892973677870858,0.375271955140047,0.417689077019033,-5.53963979432708,"Hyal3","No"
"Nampt",0.426118473896041,6.98859961113528,9.24966886774474,2.41492690722711e-13,1.03205858874864e-12,19.2011914634168,"Nampt","No"
"Banp",0.426061360048386,6.24951938073709,7.37770558598032,4.39284859435928e-10,1.35858975399639e-09,11.9058550057904,"Banp","No"
"Adsl",0.425839572649463,6.31362213774149,7.32070498463476,5.52548281740962e-10,1.69349477991908e-09,11.6575712594389,"Adsl","No"
"Angel1",-0.425606327720823,4.11248548022449,-3.29440408217731,0.00162186047508821,0.00255229116138956,-2.17910079042609,"Angel1","No"
"Sugp1",0.425460251886163,5.84578855674694,6.42557216388689,1.98600403366534e-08,5.23891445605599e-08,8.24452587179264,"Sugp1","No"
"Spcs2",0.425279308190988,7.0878347222475,9.32396343437777,1.79917581488064e-13,7.78938674713817e-13,19.4698450701598,"Spcs2","No"
"Fam171a2",0.425205600151033,5.83726991008175,6.37191506405381,2.45686916787781e-08,6.4122878927471e-08,8.03639001105126,"Fam171a2","No"
"Cpa6",-0.425181374177145,0.293199481896222,-0.938954112729279,0.351342774499418,0.393596420685735,-5.55172494452975,"Cpa6","No"
"Xndc1",-0.424981268089866,3.09360498383615,-2.34339351441543,0.0222809143965546,0.0304151437371314,-4.21941393103527,"Xndc1","No"
"Rabep1",-0.424699681532912,6.6051800185684,-7.94415029492932,4.48701343357017e-11,1.51708141409094e-10,14.0872186882349,"Rabep1","No"
"Coro1b",-0.424685706026779,6.78908790903423,-8.59408319794078,3.29530136515065e-12,1.24833990642151e-11,16.6462694123736,"Coro1b","No"
"Phf6",0.424535730882013,5.95366348575589,6.5338274539968,1.29173477904583e-08,3.4779893422017e-08,8.63663552945677,"Phf6","No"
"Pwwp2a",0.424529688564491,5.14755288647183,5.02299934595622,4.46452803191311e-06,9.31355415615505e-06,3.1326628443985,"Pwwp2a","No"
"Foxk2",0.424495163206842,7.08611207704065,8.99724398120751,6.58444601042656e-13,2.703431374649e-12,18.1691142249509,"Foxk2","No"
"Ccdc6",0.424048470860229,6.78260489316118,8.44749973803872,5.93053236747342e-12,2.18489832489154e-11,16.0501277020252,"Ccdc6","No"
"Fbln2",0.424037531432315,7.93598054662916,11.7958717521137,1.36197941351949e-17,9.03042694058824e-17,28.7979867889342,"Fbln2","No"
"Podxl2",0.42387866051902,4.68065601520667,4.30186356776409,6.01378929404219e-05,0.00011071711385453,0.756532709784279,"Podxl2","No"
"Grwd1",0.423874409085291,4.87464792636629,4.4968224975508,3.02774008476104e-05,5.74885164999542e-05,1.35723353057446,"Grwd1","No"
"Dnah7b",-0.423868498257219,-0.287561701096693,-0.805247495172803,0.423707668776798,0.466359502101427,-5.5225090915649,"Dnah7b","No"
"Fbxl12",0.423802996450422,4.46984836522233,3.99109321220304,0.000174292237779543,0.000304896568830476,-0.197873463303721,"Fbxl12","No"
"Pex13",-0.423569078136369,4.85909142735498,-4.49714242977469,3.02429897419108e-05,5.74313942538089e-05,1.37431235830718,"Pex13","No"
"Rnf216",-0.423291745929697,6.27200486047464,-7.09269210348414,1.38184645703908e-09,4.07342435503814e-09,10.7694045239051,"Rnf216","No"
"Anapc15",-0.423187685655921,3.58958130359135,-2.84938651659213,0.00591256658759136,0.00869044500982036,-3.19719751275658,"Anapc15","No"
"Msrb2",0.423186557521314,1.66362507714295,1.43322961037316,0.156739759206908,0.187929144947385,-5.3830158302993,"Msrb2","No"
