"symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","Significant","GENENAME"
"Tmem51",-0.716884690880782,1.08466863725929,-2.12193893431831,0.0380359460688936,0.084313434165646,-3.9525128851752,"No","transmembrane protein 51"
"Pdpn",-0.716540586513471,3.60323233105363,-5.00251575573819,5.36240805691064e-06,3.89043722891764e-05,3.6086035127986,"No","podoplanin"
"Ifi27l2a",-0.715980396877509,-1.07523041182576,-1.17668829740188,0.244027776177131,0.368355768261957,-4.92535541471422,"No","interferon, alpha-inducible protein 27 like 2A"
"Abca4",-0.715412067686354,-0.352126788777904,-1.40452142371561,0.165386745445201,0.273788061575806,-4.79336385297542,"No","ATP-binding cassette, sub-family A member 4"
"Dnajb13",0.715372125072053,-0.089462178846974,1.38848804185398,0.170188923887183,0.27960945103057,-4.86238108306909,"No","DnaJ heat shock protein family (Hsp40) member B13"
"Rerg",-0.714306942535369,3.42588929978856,-4.54251513151127,2.7858289914092e-05,0.000167487947140883,2.06788121871194,"No","RAS-like, estrogen-regulated, growth-inhibitor"
"H6pd",0.71427645040897,7.16865870961533,15.4402666042257,1.98250638558086e-22,1.80327162459876e-20,40.4562984776372,"No","hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)"
"Asns",-0.713593400500735,7.34195760759171,-16.7253380611315,4.15470084357737e-24,4.91615088313921e-22,44.3234802740291,"No","asparagine synthetase"
"C2cd4c",-0.713522748243744,-0.268303078667788,-1.40075391817971,0.166505651088151,0.275095398578977,-4.81271991956848,"No","C2 calcium-dependent domain containing 4C"
"Hpse",0.713316118305081,4.24092390045596,6.19078727314854,6.14603406947239e-08,6.75255723442196e-07,7.79715552678827,"No","heparanase"
"Edil3",0.713276140800081,5.03452979590488,8.28844840076963,1.734824971978e-11,3.50928059006322e-10,15.6822267927135,"No","EGF-like repeats and discoidin I-like domains 3"
"Rbp1",-0.713250880817708,1.91618082239669,-2.74187130707992,0.00806634490332044,0.023144870751566,-2.81762611559581,"No","retinol binding protein 1, cellular"
"Nudt7",-0.71279663296243,3.48060636671904,-4.79447377829208,1.13808815275178e-05,7.5595512620189e-05,2.91388847126713,"No","nudix hydrolase 7"
"B4galt4",-0.712730967657593,3.05383101653095,-3.87665544233384,0.000267868761379124,0.00122283141290552,0.0130421706339083,"No","UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4"
"Rhbdl3",-0.71270902569904,1.69438223229108,-2.5256020236515,0.0142452099849363,0.0372380650456664,-3.26202026753822,"No","rhomboid like 3"
"Ifi44",0.712429514582701,2.18447460077508,2.99668451740198,0.00398273661007532,0.0127399931132338,-2.25889672914005,"No","interferon-induced protein 44"
"Grik3",-0.712266365871127,2.21979760408054,-3.05420878376968,0.00337889519276374,0.0111059999071888,-2.11545115812292,"No","glutamate receptor, ionotropic, kainate 3"
"Pgam2",0.712261234475444,1.54774433277758,2.42302953491924,0.0184671685909435,0.0462838821423629,-3.45427355081207,"No","phosphoglycerate mutase 2"
"Pld1",0.712037460926062,4.57109085325747,7.10044827302329,1.79550533263515e-09,2.59542722190969e-08,11.1955911042826,"No","phospholipase D1"
"Prickle2",-0.711514318456269,3.15862987178764,-4.15019693813022,0.000107816842307535,0.00054960693804577,0.846203723534634,"No","prickle planar cell polarity protein 2"
"Tent5b",-0.711251950997467,3.57761495269655,-4.84375240735665,9.53264219014298e-06,6.46681677952317e-05,3.05925560807246,"No","terminal nucleotidyltransferase 5B"
"Zfp78",0.710793465456381,0.934433079019752,2.01466531120068,0.0484873163607969,0.102534225377228,-4.12021829322228,"No","zinc finger protein 78"
"9930012K11Rik",0.708743197908371,2.60273752351913,3.51429096762777,0.000851852202332317,0.00336090758258643,-0.95487282031151,"No","RIKEN cDNA 9930012K11 gene"
"9930111J21Rik2",0.708383670635003,2.99958507415139,3.86738678070426,0.000276111530202999,0.00125489030263232,-0.00592081399971267,"No","RIKEN cDNA 9930111J21 gene 2"
"Mafb",0.708073867489062,3.57835997808935,4.89276241697273,7.98707595246203e-06,5.49923751598196e-05,3.22459295412256,"No","MAF bZIP transcription factor B"
"Slc25a43",0.707938244216588,-0.0851611996064479,1.51105628747888,0.136091813036644,0.234676764523209,-4.70701580148055,"No","solute carrier family 25, member 43"
"Saa3",0.7071157683301,11.2258555241462,24.4825083264956,1.13646899782006e-32,4.10695323509515e-30,63.7068550005668,"No","serum amyloid A 3"
"Inhba",0.70665015832267,4.8672921632336,7.58299282138654,2.72171243959617e-10,4.55469549810268e-09,12.9890151322975,"No","inhibin beta-A"
"Aen",-0.705398769998548,4.1192686760823,-5.82455599508627,2.49688488655418e-07,2.40185955526014e-06,6.45841072961931,"No","apoptosis enhancing nuclease"
"Id1",-0.705273682159158,5.5034741561604,-9.56579055590582,1.2713666835714e-13,3.46927427061901e-12,20.4730663995252,"No","inhibitor of DNA binding 1, HLH protein"
"Crim1",-0.705001670434671,7.6779288688773,-17.9976705195711,1.0912268170747e-25,1.62119930790064e-23,47.9358051310599,"No","cysteine rich transmembrane BMP regulator 1"
"Timp3",-0.704674306045226,7.35988345340775,-16.6491168736015,5.19699300893247e-24,5.99043047607207e-22,44.0943997810569,"No","tissue inhibitor of metalloproteinase 3"
"Socs3",0.704278342858287,7.6205770332028,17.7800183365683,2.0080697651299e-25,2.8870861107045e-23,47.3258391992832,"No","suppressor of cytokine signaling 3"
"Malrd1",0.703256981323738,0.705524609964729,1.80871859246539,0.0755717460133382,0.146998809418729,-4.42329401259149,"No","MAM and LDL receptor class A domain containing 1"
"Fmnl3",0.702426884864484,6.30868268346253,12.0962303662294,1.20895109873884e-17,5.67188952324107e-16,29.5550882189864,"No","formin-like 3"
"Nat8",0.702299960004644,0.891115720059284,1.87087603729232,0.0663052624021763,0.131988635340107,-4.3599967128673,"No","N-acetyltransferase 8 (GCN5-related)"
"Camp",0.702162016376392,-0.77507527657499,1.23529832163782,0.221597573855346,0.341632786811926,-4.91524592257054,"No","cathelicidin antimicrobial peptide"
"Trpv3",0.702141480177334,0.473314386811983,1.73029721549045,0.0887854378488057,0.167063057905486,-4.49910466365576,"No","transient receptor potential cation channel, subfamily V, member 3"
"Acat3",0.70208270555705,3.331611528678,4.23832652684047,7.99268510644412e-05,0.000425777659594679,1.07944110305663,"No","acetyl-Coenzyme A acetyltransferase 3"
"Dtwd2",-0.701687653898361,0.445843034633076,-1.69227433615509,0.0958490602601913,0.177393129614194,-4.54947486067647,"No","DTW domain containing 2"
"Mfsd2b",-0.701338234323642,0.373993642468907,-1.68256565734913,0.0977248093657172,0.180221639241307,-4.54987862816535,"No","MFSD2 lysolipid transporter B, sphingolipid"
"Cthrc1",0.70121509728824,3.2093900624978,4.11416048716076,0.000121753273243023,0.000612937882730597,0.711759146505801,"No","collagen triple helix repeat containing 1"
"Arhgap22",0.700076785004161,3.13664377715164,4.18133836096894,9.70272687396081e-05,0.000502654633985781,0.946989481107501,"No","Rho GTPase activating protein 22"
"Gprasp2",-0.699979754303281,2.12008550845871,-2.76785539064892,0.00751924530625259,0.0218422396241372,-2.80681857207655,"No","G protein-coupled receptor associated sorting protein 2"
"Tmem79",0.699298317846599,1.21276950395421,2.09406119811904,0.0405435233115422,0.0886955906738597,-4.03675323409325,"No","transmembrane protein 79"
"Plod1",0.699077483419272,7.80698459273392,18.4031331973659,3.55147258313041e-26,5.45824596655594e-24,49.0449020863552,"No","procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1"
"Necab2",-0.697778441187258,3.36801536715744,-4.49699780023092,3.26810373043479e-05,0.000193096840387289,1.92917924215113,"No","N-terminal EF-hand calcium binding protein 2"
"Hps3",-0.697627028695287,4.34231397751182,-6.27221759140587,4.49075138737581e-08,5.08432149031346e-07,8.0836686527271,"No","HPS3, biogenesis of lysosomal organelles complex 2 subunit 1"
"Gm4963",-0.696557477037619,0.590906100309712,-1.76465459245592,0.0827780625059922,0.158034826223858,-4.46700863490687,"No","predicted gene 4963"
"Bcam",-0.696320210062243,2.11185280528482,-2.85526825764981,0.00591960291386089,0.017818894683693,-2.59270913654581,"No","basal cell adhesion molecule"
"Phgdh",-0.695568122256187,8.04315690458816,-18.4196933550872,3.39358652520978e-26,5.31797610014339e-24,49.0604338834668,"No","3-phosphoglycerate dehydrogenase"
"Spats1",0.695062736961733,0.242639222467128,1.61099338353055,0.112498581918622,0.20147726007644,-4.6309253869484,"No","spermatogenesis associated, serine-rich 1"
"Spry1",0.694348718018507,5.54214481015545,9.61443175113304,1.05705445832699e-13,2.92022214096904e-12,20.6431514275691,"No","sprouty RTK signaling antagonist 1"
"Cnnm2",0.694099835105959,4.20177326778712,6.08329434605345,9.29009282377737e-08,9.86638849457722e-07,7.40103041388597,"No","cyclin M2"
"Ptk2b",0.693609182320441,3.14173808211024,4.1727670058639,9.98880190212941e-05,0.0005163448270676,0.917726889803042,"No","PTK2 protein tyrosine kinase 2 beta"
"Ecm2",0.693444827145159,-0.834626207527804,1.20502771260275,0.232985738040138,0.355640945254863,-4.9369425171822,"No","extracellular matrix protein 2, female organ and adipocyte specific"
"Zfp819",0.693115839350609,-0.492829906132569,1.33082637719579,0.188347287319603,0.301752089797749,-4.85806189947676,"No","zinc finger protein 819"
"Ptprf",-0.693044878429612,6.9512262679588,-14.4593850834873,4.335799215764e-21,3.39029072011582e-19,37.3963136406871,"No","protein tyrosine phosphatase receptor type F"
"Ifi205",0.69244717198172,2.70148845546957,3.5448084625217,0.000774550519532195,0.00309484886398862,-0.89234990956632,"No","interferon activated gene 205"
"Egln3",0.692431842384004,6.1982689147281,11.8276639463568,3.11572032911138e-17,1.36591136132945e-15,28.6296035651399,"No","egl-9 family hypoxia-inducible factor 3"
"Pcdhgb8",0.692384417382929,-0.869255104091393,1.21263778610371,0.230083435654415,0.351842154312108,-4.92366120950593,"No","protocadherin gamma subfamily B, 8"
"Xrra1",0.69238043412866,0.374472921574706,1.58671347878022,0.117902884386472,0.2087222914248,-4.69166736679871,"No","X-ray radiation resistance associated 1"
"Krt19",0.692031413084094,2.23774326842079,3.01818238267915,0.0037461802752379,0.012107850244188,-2.21812644791021,"No","keratin 19"
"Rtn4ip1",-0.691551970827941,3.22356399252271,-4.08758649260126,0.000133129709923846,0.000662724255916511,0.627918990667085,"No","reticulon 4 interacting protein 1"
"Spns2",-0.691412031715425,3.7534162278446,-5.12433969205113,3.43390307768717e-06,2.58092850206606e-05,3.9998570246821,"No","SPNS lysolipid transporter 2, sphingosine-1-phosphate"
"Gnpnat1",-0.690945092182458,5.55240119889534,-9.46924244640585,1.83522499233517e-13,4.88820585109831e-12,20.0937855382465,"No","glucosamine-phosphate N-acetyltransferase 1"
"Btg2",0.690840385303854,7.6613610487923,17.5730137567133,3.60388438967586e-25,4.82105155515867e-23,46.7292127854501,"No","BTG anti-proliferation factor 2"
"Trib2",0.690711529475839,5.61343119473123,9.74189850724247,6.5232098990065e-14,1.86371452050461e-12,21.1081501199162,"No","tribbles pseudokinase 2"
"Kif19a",0.689931951726388,0.421902735056272,1.67284261887924,0.0996333733925552,0.182918829552637,-4.57591985535379,"No","kinesin family member 19A"
"C1ra",0.689433965059245,7.35230365343626,16.3215025435822,1.37065155660723e-23,1.47798241640285e-21,43.1132559188257,"No","complement component 1, r subcomponent A"
"Trpv4",0.689314735537303,6.31834825767801,12.1069244040453,1.16444514699644e-17,5.48232255651036e-16,29.5901256945266,"No","transient receptor potential cation channel, subfamily V, member 4"
"Vsir",0.689158730957073,5.2733565675632,8.72284812827054,3.21801702973966e-12,7.23672149170726e-11,17.3001393493059,"No","V-set immunoregulatory receptor"
"Nbeal2",-0.689158179161175,3.09862867241991,-4.06150895855655,0.000145288115542035,0.000713683832811368,0.578771005515915,"No","neurobeachin-like 2"
"Flrt2",0.68905960891751,5.09107149541705,8.1448613952667,3.03410031994536e-11,5.91384189183518e-10,15.1114669039593,"No","fibronectin leucine rich transmembrane protein 2"
"Pnck",-0.688949509069945,2.19974038130681,-2.84183338954202,0.00614305940205292,0.0183755810435905,-2.64894540386283,"No","pregnancy upregulated non-ubiquitously expressed CaM kinase"
"Slc20a1",0.687677399202377,6.3812362431808,12.4853133347806,3.11745802678384e-18,1.57892163924722e-16,30.8994589014385,"No","solute carrier family 20, member 1"
"Pcdh10",-0.68724387861127,0.0346492951058902,-1.49595952068685,0.13997447049088,0.240071657892965,-4.74704375263281,"No","protocadherin 10"
"Gpr173",0.68720381691389,1.75057207541043,2.5227782304483,0.0143486465397298,0.0374352688551664,-3.28628664458767,"No","G-protein coupled receptor 173"
"Urb1",-0.687173256835431,4.56912538856357,-6.75779786135871,6.83380543229545e-09,8.8303537786995e-08,9.87979478094952,"No","URB1 ribosome biogenesis 1 homolog (S. cerevisiae)"
"Krtcap3",0.686977840470334,1.66411833742103,2.44571309012937,0.0174469664127138,0.0441156179849463,-3.43399266617683,"No","keratinocyte associated protein 3"
"Ch25h",0.686632464317373,2.09118802372537,2.81980451429874,0.00652637426021751,0.0193834185325118,-2.67853702868621,"No","cholesterol 25-hydroxylase"
"Nipal4",-0.68643613855347,-0.569043551514674,-1.28095291898776,0.205203683231998,0.321813095061582,-4.89926098235837,"No","NIPA-like domain containing 4"
"Gm7429",-0.686330617278393,-0.110554961311309,-1.39209767305877,0.169098556305785,0.278381777439627,-4.85172641665309,"No","predicted pseudogene 7429"
"Chst11",0.686184258438394,6.32646572273741,12.2643059470293,6.71608292746912e-18,3.27739944610181e-16,30.1408928732816,"No","carbohydrate sulfotransferase 11"
"Tenm4",-0.686080869328073,2.84123540916204,-3.66713998927335,0.000526678505054763,0.00220828419287778,-0.565544291689274,"No","teneurin transmembrane protein 4"
"Hcn2",0.685831001197929,3.00787829148191,3.84668868585757,0.0002954074848877,0.00133037840364885,-0.0725805692800412,"No","hyperpolarization-activated, cyclic nucleotide-gated K+ 2"
"Apol8",0.685499819683483,2.00765000368942,2.75842706807629,0.00771369085075238,0.0222724121566855,-2.80621536424767,"No","apolipoprotein L 8"
"Ptprcap",0.684594210719764,-0.710429535194107,1.24572556477065,0.217770970015295,0.33689872036035,-4.91524115851015,"No","protein tyrosine phosphatase receptor type C polypeptide-associated protein"
"Lrr1",-0.684315283305334,1.7042606741289,-2.43066192896473,0.0181180719181795,0.0455541067352347,-3.47220666806782,"No","leucine rich repeat protein 1"
"Cdc5lrt1",0.684169877617643,-0.0544944806021253,1.46952626606635,0.146982591208473,0.249467406327557,-4.76710087917409,"No","cell division cycle 5 like, retrotransposed 1"
"Arhgef4",-0.683510683243809,-0.93553040845065,-1.11329019774788,0.270082043115135,0.397410256244357,-5.00835161118771,"No","Rho guanine nucleotide exchange factor 4"
"Fgl2",0.682904214629194,-0.208918175517612,1.33329978858919,0.187539405417094,0.300886655847368,-4.90616777258932,"No","fibrinogen-like protein 2"
"Prrg2",0.682108860751925,3.21457920488684,4.22285717916903,8.42557871422664e-05,0.000445466243526787,1.06004748797503,"No","proline-rich Gla (G-carboxyglutamic acid) polypeptide 2"
"Cmtm5",0.682080096333008,2.67865021905819,3.47677082547516,0.000956962529062855,0.00371747413599635,-1.08327615451707,"No","CKLF-like MARVEL transmembrane domain containing 5"
"Emx2",-0.682023903656347,2.82626072190043,-3.64185052085036,0.000570713615661841,0.00236840836592628,-0.636674927371074,"No","empty spiracles homeobox 2"
"Pnrc1",0.681993172153495,7.16365647704833,15.3440753506821,2.66887255860945e-22,2.36327781332231e-20,40.1569567571019,"No","proline-rich nuclear receptor coactivator 1"
"Rab11fip4",0.681621160661721,5.03117108535779,7.94522554420758,6.60926881636511e-11,1.22230336574852e-09,14.3520670127837,"No","RAB11 family interacting protein 4 (class II)"
"Jph2",0.681400973243791,-0.388769090626509,1.27414706609359,0.207588576474112,0.324715355174936,-4.93990946001026,"No","junctophilin 2"
"Snai1",0.681358849584002,5.58606350923959,9.5173566425727,1.52826125192664e-13,4.11983491925628e-12,20.2634522437857,"No","snail family zinc finger 1"
"Exoc6",-0.681306361198591,2.89188239446913,-3.71822455218624,0.000447426800516699,0.00191257792509872,-0.426433492378107,"No","exocyst complex component 6"
"Ccdc157",0.681128021587042,5.63825953075399,9.44411162801941,2.0195069324033e-13,5.3370088094096e-12,19.9715506397859,"No","coiled-coil domain containing 157"
"Slco3a1",-0.68087867509315,4.59954374895021,-6.81777974568869,5.41003815361179e-09,7.15505639485096e-08,10.1024727165565,"No","solute carrier organic anion transporter family, member 3a1"
"Ankrd6",-0.680851048927653,3.13874605855929,-4.06792782280792,0.000142199544261119,0.000699944639180354,0.588149086681284,"No","ankyrin repeat domain 6"
"Lifr",0.680500102501549,6.62721033093763,13.108772799608,3.69961527547036e-19,2.17458436044922e-17,32.9867374739687,"No","LIF receptor alpha"
"Meis3",0.680384876774264,3.63258067362724,4.87169460554177,8.61879666878032e-06,5.9007644781496e-05,3.13609552266009,"No","Meis homeobox 3"
"Slc16a3",0.68005299404014,6.03859390404656,11.091925600213,4.36358979797832e-16,1.63892020193169e-14,26.018705050594,"No","solute carrier family 16 (monocarboxylic acid transporters), member 3"
"Oasl2",0.679848698845235,2.67337559196409,3.46927691321982,0.000979382331350772,0.00379191782301325,-1.10322097426938,"No","2'-5' oligoadenylate synthetase-like 2"
"Gm53222",0.679412783301029,-0.634256931432463,1.25191094161797,0.215524192629514,0.333963840497072,-4.92150674621944,"No","predicted gene, 53222"
"Prss23",0.678908127680852,6.88594903222385,13.731149885906,4.63156554403805e-20,3.19219911800684e-18,35.0208028356149,"No","serine protease 23"
"Itpkb",0.67878485413749,6.19640775610146,11.6330916506823,6.22135299737344e-17,2.60770253692415e-15,27.9354733385668,"No","inositol 1,4,5-trisphosphate 3-kinase B"
"Psors1c2",0.678751123646301,0.734571605151337,1.78306797411021,0.079700031857599,0.153399902975091,-4.47066684731633,"No","psoriasis susceptibility 1 candidate 2 (human)"
"Syt13",-0.678111163612533,3.59694633510544,-4.7595239013245,1.28998144657595e-05,8.43852344528722e-05,2.76124438873142,"No","synaptotagmin XIII"
"Gm20056",-0.678060493078154,0.519327480639836,-1.63655412394496,0.107027411632712,0.193674857347543,-4.64688949965374,"No","predicted gene, 20056"
"Slc12a1",0.677500312804377,-0.914843904553884,1.16497450169524,0.248700325943148,0.37384733650206,-4.964292989385,"No","solute carrier family 12, member 1"
"Flvcr2",0.67732121987276,3.0153824073379,3.8702708201901,0.000273520937615381,0.00124523270577299,-0.00194720610945165,"No","feline leukemia virus subgroup C cellular receptor 2"
"Lrrc7",0.676537726837465,1.4515040917254,2.22058247758072,0.0302173395772878,0.0694220012865834,-3.84906956745337,"No","leucine rich repeat containing 7"
"Rps6ka2",-0.675609981572152,4.87154704006291,-7.20892303328822,1.17515153439966e-09,1.75563700183887e-08,11.5417074904688,"No","ribosomal protein S6 kinase, polypeptide 2"
"Vwa1",0.674915104795444,4.98222816832183,7.53432513815014,3.29225127582027e-10,5.40131187840403e-09,12.7695767514042,"No","von Willebrand factor A domain containing 1"
"Tex15",-0.674766887019037,2.19784590117063,-2.85454107061709,0.00593150302085251,0.01784656320698,-2.61728984930391,"No","testis expressed gene 15 meiosis and synapsis associated"
"Arhgap24",0.674111527954004,4.7765556655088,7.16907278303956,1.3732068822756e-09,2.0356041267081e-08,11.4072956213448,"No","Rho GTPase activating protein 24"
"Septin4",0.67379982698066,5.74690713129697,9.82859181454643,4.70190652844421e-14,1.36375688051687e-12,21.4018059651223,"No","septin 4"
"Sash1",0.6736088186532,6.37304160069066,12.0461574435397,1.44133840660642e-17,6.66855911236487e-16,29.3625651361129,"No","SAM and SH3 domain containing 1"
"Aars1",-0.67351054737986,8.24494005781851,-19.1191283570756,5.10334626665158e-27,9.0638013686736e-25,50.9454454475848,"No","alanyl-tRNA synthetase 1"
"Ptger4",0.673497307882183,2.16738129511411,2.86523131490061,0.00575876822368013,0.0173973090643531,-2.58714255714549,"No","prostaglandin E receptor 4 (subtype EP4)"
"Ptges",0.673397475084626,1.67708275030694,2.27206584003564,0.0267286683579209,0.062622923534915,-3.80107346017964,"No","prostaglandin E synthase"
"Cimap1c",0.673368289395109,1.10527427861784,1.89796378264058,0.0625778971458788,0.126089370515001,-4.36303614978494,"No","ciliary microtubule associated protein 1C"
"Gjc3",0.673286240897941,6.26866029688507,11.5822763980638,7.45858151840957e-17,3.06857518408167e-15,27.7361866564626,"No","gap junction protein, gamma 3"
"Pparg",-0.673090228798551,0.0897259144722004,-1.44441092560387,0.153893412345148,0.258798744367624,-4.8243416708046,"No","peroxisome proliferator activated receptor gamma"
"Mill2",0.672787378978932,-0.919248997759379,1.14211021778949,0.258004806558259,0.384120061072318,-4.98596095525708,"No","MHC I like leukocyte 2"
"Mmp19",0.672624378804065,4.69078958539797,6.89924396666489,3.93806612760183e-09,5.37304920328205e-08,10.3871173772738,"No","matrix metallopeptidase 19"
"Ripk4",-0.671886548919367,0.56949333080911,-1.70005714281069,0.0943668264775733,0.175295753936042,-4.56327174564389,"No","receptor-interacting serine-threonine kinase 4"
"Insl6",-0.671832197495431,1.88884354584548,-2.53839950589429,0.0137848390940768,0.0362614762004528,-3.2827989222788,"No","insulin-like 6"
"Igsf9",-0.671819529500048,4.05772758045805,-5.33133821489307,1.59778049217708e-06,1.30267822932316e-05,4.6612863078113,"No","immunoglobulin superfamily, member 9"
"Ccbe1",0.671465562894885,2.81581366533105,3.57633374791032,0.000701731406085449,0.00283812783749804,-0.831490614400614,"No","collagen and calcium binding EGF domains 1"
"Prss16",-0.67117292133892,1.7375611959507,-2.40379237193604,0.0193739790994352,0.0481236252161523,-3.5390251210828,"No","serine protease 16 (thymus)"
"Clmp",0.670673571360999,5.22047492070924,7.82978509776351,1.03734071887586e-10,1.82985260581651e-09,13.854526023554,"No","CXADR-like membrane protein"
"Gne",-0.670624648619443,4.68899822503335,-6.68630041808996,9.02602890429742e-09,1.13534367337122e-07,9.57322898716927,"No","glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase"
"Tspan33",-0.670143221598258,-0.926756505452974,-1.09645971993896,0.277316184779587,0.405112499365002,-5.02612124398295,"No","tetraspanin 33"
"Pcdhgc5",0.669739121139571,1.44384278485888,2.21265666823655,0.0307886458610761,0.0705285221532377,-3.86313388009632,"No","protocadherin gamma subfamily C, 5"
"Panx1",-0.6692992954681,2.70629606151315,-3.36721390477381,0.00133888221620288,0.00500201009020642,-1.39653848197904,"No","pannexin 1"
"Srsf12",-0.669281690435915,1.81590090703096,-2.47844543014247,0.0160640595930612,0.0411533182457399,-3.39703220487615,"No","serine and arginine-rich splicing factor 12"
"Trpm6",0.669221683521974,-0.604537306413927,1.23361049630883,0.222221592331704,0.342436891905867,-4.94637190267905,"No","transient receptor potential cation channel, subfamily M, member 6"
"Trpm4",0.669166504282878,5.35490686467904,8.38945942862857,1.17143271371892e-11,2.4359606244379e-10,15.9908934615242,"No","transient receptor potential cation channel, subfamily M, member 4"
"Neurl1a",-0.66915795750612,1.28849734571415,-2.09824151027122,0.040158578998222,0.088116466213195,-4.04354142786927,"No","neuralized E3 ubiquitin protein ligase 1A"
"Rhou",-0.668836444684058,6.21248657817061,-11.4317602801022,1.27876975156795e-16,5.07371820421811e-15,27.2129093213644,"No","ras homolog family member U"
"Tgfb1i1",-0.668806717575768,3.51723411596969,-4.45809178923637,3.74400967460219e-05,0.000218036382226071,1.75831812858418,"No","transforming growth factor beta 1 induced transcript 1"
"Tns2",0.668714692517381,7.11871362353724,14.9828597443419,8.23329838735909e-22,7.01193839091582e-20,39.0305404686727,"No","tensin 2"
"Erlec1",0.668298779160021,6.14834286762197,10.6364389920933,2.31031828329047e-15,8.00291859219608e-14,24.3200825349321,"No","endoplasmic reticulum lectin 1"
"Gm40595",-0.66818229098724,-0.833086389593587,-1.14405926499603,0.257202128692907,0.383266428480203,-4.99642737501471,"No","predicted gene, 40595"
"Ltbp2",0.66788922107764,7.10045807908223,14.4247754352475,4.84502960573636e-21,3.76644714292447e-19,37.2486494903646,"No","latent transforming growth factor beta binding protein 2"
"Slc25a13",-0.667602262292538,3.66957914030084,-4.78673746948558,1.17012433508206e-05,7.73392609213159e-05,2.83533881124536,"No","solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13"
"Gng8",0.667460161712578,1.33654893383867,2.08606089308167,0.0412891823569767,0.0900322337402374,-4.08061849094356,"No","guanine nucleotide binding protein (G protein), gamma 8"
"LOC115488470",0.667363204530695,0.497151970236369,1.63729685145875,0.106871723783795,0.193445487845286,-4.64431913920158,"No","uncharacterized LOC115488470"
"Col27a1",0.667077704117064,4.36095114757689,6.18865054276741,6.19679132581094e-08,6.79158170634574e-07,7.7564125014686,"No","collagen, type XXVII, alpha 1"
"Gm41408",0.666321061747429,-0.173313851259156,1.35750902814591,0.179770042023216,0.291217013798452,-4.8843518484434,"No","predicted gene, 41408"
"Tor4a",0.665975959114633,3.86768174671966,5.20347297722324,2.56592838189762e-06,1.99239421569995e-05,4.24674886975206,"No","torsin family 4, member A"
"Plpp7",0.665837108350534,-0.730602506012333,1.19039716241859,0.238640105829714,0.362103592266126,-4.96940859351529,"No","phospholipid phosphatase 7 (inactive)"
"Slc38a6",0.665715740925203,5.17761377309675,7.94067706727182,6.7276574599737e-11,1.2424793908468e-09,14.2963852752368,"No","solute carrier family 38, member 6"
"D630003M21Rik",0.665693364526731,5.27191570363406,8.34563724212782,1.38891589944144e-11,2.85710684483561e-10,15.8427037753102,"No","RIKEN cDNA D630003M21 gene"
"Prr7",-0.665552273318878,2.57952905024486,-3.26777952558788,0.00180660323725285,0.00645884809767591,-1.63896046615546,"No","proline rich 7 (synaptic)"
"Synpo",0.665222778283565,7.25546880309623,15.3127988770876,2.94045580502448e-22,2.58663385322253e-20,40.0407885892652,"No","synaptopodin"
"Slc23a2",0.665154211675916,5.70648389320288,9.6852584097177,8.08220697810976e-14,2.27989851274906e-12,20.8698485072543,"No","solute carrier family 23 (nucleobase transporters), member 2"
"Snap91",-0.665040873589602,1.26576477361451,-2.06220935480258,0.0435833394408438,0.0940921730201395,-4.10536261233369,"No","synaptosomal-associated protein 91"
"Thbd",0.663543962823006,3.12555675355372,3.95790674618323,0.000205057656321772,0.000967817127666225,0.239657057568551,"No","thrombomodulin"
"Igdcc4",0.663197820379667,4.88599869814214,7.22313294885665,1.11165737543833e-09,1.66823465398271e-08,11.5876990104896,"No","immunoglobulin superfamily, DCC subclass, member 4"
"Ddx31",-0.663117149759359,3.12296994191885,-3.85803415611688,0.000284675705851733,0.00128943050912721,-0.0641401668505015,"No","DEAD/H box helicase 31"
"Tph2",0.662947181343417,2.46017658033747,3.00698608711909,0.00386769704731123,0.0124374644587779,-2.30693436830273,"No","tryptophan hydroxylase 2"
"Setd6",-0.662925448115389,4.62823943730747,-6.66603383391363,9.76619166995112e-09,1.21473254715271e-07,9.51128428335295,"No","SET domain containing 6"
"Hs3st6",-0.662363315685003,-0.842467250255138,-1.15916854488035,0.251039920021251,0.376559880031876,-4.9803577068795,"No","heparan sulfate (glucosamine) 3-O-sulfotransferase 6"
"Zfp612",-0.662063487718043,2.5107503292661,-3.13138106536187,0.0027023483754533,0.00918015755289282,-1.98934756871415,"No","zinc finger protein 612"
"Galr2",0.66136728352795,0.302500242378644,1.54067087998868,0.128723465039573,0.224518843079068,-4.74147014561512,"No","galanin receptor 2"
"Medag",0.659187083262787,4.26014920546569,5.68267889008583,4.2767623856271e-07,3.90605121982377e-06,5.88806125290632,"No","mesenteric estrogen dependent adipogenesis"
"Dcst1",0.658863380207628,0.237949754528108,1.50483397026433,0.137681644682351,0.236837935294959,-4.77734602751037,"No","DC-STAMP domain containing 1"
"Cables1",0.658628540502162,2.84122113434549,3.55846227523519,0.000742170114783269,0.00298273417636522,-0.89090551448518,"No","CDK5 and Abl enzyme substrate 1"
